"Tissue","group","cell_type","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","change","isTissuespecific","isCellTypespecific"
"1122","Bladder","old vs mid","T cell","NR4A2",1.26e-89,1.752499952,0.54,0.22,2.16e-85,"UP",FALSE,FALSE
"1123","Bladder","old vs mid","T cell","LGALS1",7.71e-85,1.705705719,0.568,0.215,1.32e-80,"UP",FALSE,TRUE
"1124","Bladder","old vs mid","T cell","PIK3R1",1.83e-83,1.700042894,0.455,0.086,3.11e-79,"UP",FALSE,TRUE
"1125","Bladder","old vs mid","T cell","NEU1",1.38e-80,1.594787556,0.385,0.085,2.35e-76,"UP",FALSE,FALSE
"1126","Bladder","old vs mid","T cell","GZMA",1.35e-75,1.786256441,0.392,0.05,2.3e-71,"UP",FALSE,TRUE
"1127","Bladder","old vs mid","T cell","ID2",6.52e-75,1.837014365,0.578,0.296,1.11e-70,"UP",FALSE,FALSE
"1128","Bladder","old vs mid","T cell","TUBA4A",3.83e-72,1.764685978,0.429,0.13,6.53e-68,"UP",FALSE,TRUE
"1129","Bladder","old vs mid","T cell","GZMK",3.44e-69,2.054394697,0.343,0.036,5.87e-65,"UP",FALSE,TRUE
"1130","Bladder","old vs mid","T cell","CCL20",8.78e-69,-1.712652091,0.059,0.335,1.5e-64,"DOWN",FALSE,FALSE
"1131","Bladder","old vs mid","T cell","CITED2",2.12e-65,1.661522313,0.421,0.13,3.61e-61,"UP",FALSE,FALSE
"1132","Bladder","old vs mid","T cell","KLRB1",6.15e-59,2.131391268,0.36,0.075,1.05e-54,"UP",FALSE,TRUE
"1133","Bladder","old vs mid","T cell","HLA-DRB1",7.98e-57,1.568654024,0.413,0.148,1.36e-52,"UP",FALSE,FALSE
"1134","Bladder","old vs mid","T cell","MT1E",1.16e-51,2.769510901,0.327,0.081,1.97e-47,"UP",FALSE,FALSE
"1135","Bladder","old vs mid","T cell","JUN",6.21e-51,1.63171853,0.651,0.491,1.06e-46,"UP",FALSE,FALSE
"1136","Bladder","old vs mid","T cell","HSPA6",6.42e-51,3.098799248,0.221,0.01,1.1e-46,"UP",FALSE,FALSE
"1137","Bladder","old vs mid","T cell","ZFAND2A",9.04e-50,1.768572786,0.32,0.104,1.54e-45,"UP",FALSE,FALSE
"1138","Bladder","old vs mid","T cell","IFNG",1.52e-47,2.102247895,0.221,0.016,2.6e-43,"UP",FALSE,TRUE
"1139","Bladder","old vs mid","T cell","GNLY",1e-25,2.622545973,0.152,0.021,1.71e-21,"UP",FALSE,TRUE
"1140","Bladder","old vs mid","T cell","MT1G",3.23e-17,1.703542348,0.1,0.016,5.51e-13,"UP",FALSE,FALSE
"1141","Intestine","old vs mid","B cell","MT-ATP8",0,2.237896139,0.99,0.561,0,"UP",FALSE,FALSE
"1142","Intestine","old vs mid","B cell","MT-ND4L",0,1.412625778,0.993,0.931,0,"UP",FALSE,FALSE
"1143","Intestine","old vs mid","B cell","MT-ND1",1.25e-278,1.285573432,0.992,0.97,3.14e-274,"UP",FALSE,FALSE
"1144","Intestine","old vs mid","B cell","TSPAN8",4.51e-275,-2.152057752,0.271,0.432,1.13e-270,"DOWN",FALSE,FALSE
"1145","Intestine","old vs mid","B cell","HSP90AA1",3.2e-256,-1.60976877,0.835,0.924,8.05e-252,"DOWN",FALSE,FALSE
"1146","Intestine","old vs mid","B cell","UBB",6.45e-256,-1.152041227,0.689,0.855,1.62e-251,"DOWN",FALSE,FALSE
"1147","Intestine","old vs mid","B cell","HLA-DQA2",3.58e-248,1.366630494,0.376,0.067,9.01e-244,"UP",FALSE,TRUE
"1148","Intestine","old vs mid","B cell","FOS",3.95e-232,-1.991325083,0.465,0.639,9.93e-228,"DOWN",FALSE,FALSE
"1149","Intestine","old vs mid","B cell","ATP1B1",6.62e-230,-1.606606273,0.256,0.374,1.66e-225,"DOWN",FALSE,FALSE
"1150","Intestine","old vs mid","B cell","RCSD1",1.61e-216,1.1567883,0.629,0.437,4.04e-212,"UP",FALSE,TRUE
"1151","Intestine","old vs mid","B cell","SLC12A2",6.16e-215,-1.766619879,0.195,0.358,1.55e-210,"DOWN",FALSE,FALSE
"1152","Intestine","old vs mid","B cell","OLFM4",2.49e-208,-2.120090441,0.195,0.411,6.27e-204,"DOWN",FALSE,FALSE
"1153","Intestine","old vs mid","B cell","CTNNB1",5.03e-191,-1.741378017,0.267,0.44,1.26e-186,"DOWN",FALSE,FALSE
"1154","Intestine","old vs mid","B cell","MGST1",6.28e-191,-1.440861559,0.258,0.383,1.58e-186,"DOWN",FALSE,FALSE
"1155","Intestine","old vs mid","B cell","TSC22D3",6.16e-178,-0.810942511,0.7,0.543,1.55e-173,"DOWN",FALSE,FALSE
"1156","Intestine","old vs mid","B cell","JUNB",3.24e-177,-1.252866972,0.658,0.621,8.15e-173,"DOWN",FALSE,FALSE
"1157","Intestine","old vs mid","B cell","JUN",3.33e-177,-1.643322218,0.571,0.712,8.37e-173,"DOWN",FALSE,FALSE
"1158","Intestine","old vs mid","B cell","ZFP36",3.16e-176,-1.163126443,0.651,0.572,7.95e-172,"DOWN",FALSE,FALSE
"1159","Intestine","old vs mid","B cell","HSPB1",1.08e-173,-1.886951119,0.348,0.577,2.71e-169,"DOWN",FALSE,FALSE
"1160","Intestine","old vs mid","B cell","HSPA1B",3.06e-167,-2.07387054,0.343,0.581,7.7e-163,"DOWN",FALSE,FALSE
"1161","Intestine","old vs mid","B cell","CD69",2.27e-151,-1.638640751,0.37,0.477,5.7e-147,"DOWN",FALSE,FALSE
"1162","Intestine","old vs mid","B cell","HSPA1A",1.01e-135,-2.604251646,0.319,0.518,2.53e-131,"DOWN",FALSE,FALSE
"1163","Intestine","old vs mid","B cell","DNAJB1",1.32e-129,-2.332697231,0.321,0.532,3.32e-125,"DOWN",FALSE,FALSE
"1164","Intestine","old vs mid","B cell","KLF2",2.3e-127,-1.14743852,0.335,0.439,5.8e-123,"DOWN",FALSE,FALSE
"1165","Intestine","old vs mid","B cell","TCEAL9",2.5e-124,-0.873722393,0.126,0.206,6.3e-120,"DOWN",FALSE,FALSE
"1166","Intestine","old vs mid","B cell","IFI27",8.46e-112,-0.981876511,0.182,0.252,2.13e-107,"DOWN",FALSE,FALSE
"1167","Intestine","old vs mid","B cell","MT1G",1.4e-108,1.494115774,0.264,0.095,3.53e-104,"UP",FALSE,FALSE
"1168","Intestine","old vs mid","B cell","MS4A1",1.76e-107,0.90013001,0.676,0.512,4.43e-103,"UP",FALSE,FALSE
"1169","Intestine","old vs mid","B cell","RNF43",2.36e-106,-0.893249658,0.1,0.188,5.95e-102,"DOWN",TRUE,FALSE
"1170","Intestine","old vs mid","B cell","SPINK1",7.67e-104,-0.946446626,0.233,0.27,1.93e-99,"DOWN",FALSE,FALSE
"1171","Intestine","old vs mid","B cell","MT1M",2.83e-103,0.631688308,0.161,0.02,7.11e-99,"UP",FALSE,FALSE
"1172","Intestine","old vs mid","B cell","PCLAF",6.5e-98,-0.905585044,0.053,0.166,1.64e-93,"DOWN",FALSE,FALSE
"1173","Intestine","old vs mid","B cell","ANKRD44",1.32e-96,0.759040598,0.439,0.267,3.33e-92,"UP",FALSE,TRUE
"1174","Intestine","old vs mid","B cell","HSPA8",1.61e-95,-0.574045897,0.813,0.737,4.06e-91,"DOWN",FALSE,FALSE
"1175","Intestine","old vs mid","B cell","RIPOR2",3.99e-95,0.737877104,0.419,0.243,1e-90,"UP",TRUE,TRUE
"1176","Intestine","old vs mid","B cell","AIM2",5.31e-94,0.687808777,0.295,0.141,1.33e-89,"UP",FALSE,TRUE
"1177","Intestine","old vs mid","B cell","PCK1",3.56e-93,-1.166035367,0.186,0.235,8.96e-89,"DOWN",FALSE,FALSE
"1178","Intestine","old vs mid","B cell","NUPR1",6.86e-91,-0.7730282,0.178,0.221,1.72e-86,"DOWN",FALSE,FALSE
"1179","Intestine","old vs mid","B cell","MT-ND6",4.82e-89,0.722741293,0.781,0.579,1.21e-84,"UP",FALSE,FALSE
"1180","Intestine","old vs mid","B cell","BANK1",1.39e-88,0.684277596,0.563,0.423,3.49e-84,"UP",FALSE,TRUE
"1181","Intestine","old vs mid","B cell","PTPRCAP",5.18e-88,0.788682912,0.537,0.397,1.3e-83,"UP",FALSE,FALSE
"1182","Intestine","old vs mid","B cell","MARCH1",4.03e-86,0.676014171,0.405,0.251,1.01e-81,"UP",FALSE,TRUE
"1183","Intestine","old vs mid","B cell","SOX9",2.85e-84,-0.581646799,0.117,0.14,7.17e-80,"DOWN",FALSE,TRUE
"1184","Intestine","old vs mid","B cell","RGS1",3.76e-84,-1.455495761,0.081,0.265,9.46e-80,"DOWN",FALSE,FALSE
"1185","Intestine","old vs mid","B cell","NR4A2",1.15e-83,-0.888191802,0.184,0.373,2.9e-79,"DOWN",FALSE,FALSE
"1186","Intestine","old vs mid","B cell","LCN2",9.9e-83,-0.90863507,0.114,0.2,2.49e-78,"DOWN",FALSE,FALSE
"1187","Intestine","old vs mid","B cell","HES1",1.68e-82,-0.720440045,0.129,0.195,4.24e-78,"DOWN",FALSE,FALSE
"1188","Intestine","old vs mid","B cell","RHOB",9.05e-82,-0.967150317,0.323,0.492,2.28e-77,"DOWN",FALSE,FALSE
"1189","Intestine","old vs mid","B cell","SYK",1.05e-77,0.64197006,0.417,0.218,2.64e-73,"UP",FALSE,TRUE
"1190","Intestine","old vs mid","B cell","PTPRC",1.28e-77,0.683069198,0.594,0.445,3.22e-73,"UP",FALSE,FALSE
"1191","Intestine","old vs mid","B cell","LGALS3",1.87e-75,0.852336958,0.307,0.259,4.71e-71,"UP",FALSE,FALSE
"1192","Intestine","old vs mid","B cell","CDC42",1.48e-74,-0.721104098,0.541,0.632,3.72e-70,"DOWN",FALSE,FALSE
"1193","Intestine","old vs mid","B cell","HMGB2",2.06e-74,-0.838399059,0.288,0.376,5.18e-70,"DOWN",FALSE,FALSE
"1194","Intestine","old vs mid","B cell","SOD1",6.76e-74,-0.658746746,0.538,0.634,1.7e-69,"DOWN",FALSE,FALSE
"1195","Intestine","old vs mid","B cell","MUC12",7.85e-74,0.718163801,0.227,0.071,1.98e-69,"UP",TRUE,FALSE
"1196","Intestine","old vs mid","B cell","ATM",1.35e-73,0.668002397,0.381,0.21,3.39e-69,"UP",FALSE,FALSE
"1197","Intestine","old vs mid","B cell","SP140",1.66e-72,0.611111762,0.39,0.26,4.17e-68,"UP",TRUE,TRUE
"1198","Intestine","old vs mid","B cell","MT1E",5.18e-72,0.861498571,0.264,0.104,1.3e-67,"UP",FALSE,FALSE
"1199","Intestine","old vs mid","B cell","BLK",5.3e-71,0.614900611,0.457,0.324,1.33e-66,"UP",FALSE,TRUE
"1200","Intestine","old vs mid","B cell","TFF3",2.06e-67,-0.769737134,0.194,0.237,5.19e-63,"DOWN",FALSE,FALSE
"1201","Intestine","old vs mid","B cell","CKS2",1.12e-66,-0.719954757,0.234,0.344,2.83e-62,"DOWN",FALSE,FALSE
"1202","Intestine","old vs mid","B cell","UQCRQ",2.6e-66,-0.975450492,0.522,0.641,6.54e-62,"DOWN",FALSE,FALSE
"1203","Intestine","old vs mid","B cell","PRKCB",2.38e-65,0.58475399,0.32,0.185,5.98e-61,"UP",FALSE,TRUE
"1204","Intestine","old vs mid","B cell","FAM129C",5.14e-65,0.651703592,0.348,0.22,1.29e-60,"UP",FALSE,TRUE
"1205","Intestine","old vs mid","B cell","IKZF1",4.03e-64,0.586071467,0.332,0.196,1.01e-59,"UP",FALSE,TRUE
"1206","Intestine","old vs mid","B cell","RALGPS2",1.58e-63,0.618765613,0.472,0.285,3.96e-59,"UP",FALSE,TRUE
"1207","Intestine","old vs mid","B cell","PDIA4",2.01e-63,-0.627286875,0.227,0.275,5.05e-59,"DOWN",FALSE,TRUE
"1208","Intestine","old vs mid","B cell","INSR",1.65e-62,-0.612809375,0.052,0.129,4.15e-58,"DOWN",FALSE,FALSE
"1209","Intestine","old vs mid","B cell","AFF3",4.79e-62,0.627617241,0.33,0.207,1.2e-57,"UP",FALSE,TRUE
"1210","Intestine","old vs mid","B cell","CD9",6.45e-62,-0.777099505,0.283,0.365,1.62e-57,"DOWN",FALSE,FALSE
"1211","Intestine","old vs mid","B cell","PARP15",1.55e-59,0.568570495,0.306,0.184,3.91e-55,"UP",TRUE,TRUE
"1212","Intestine","old vs mid","B cell","DBI",5.06e-59,-0.81547351,0.493,0.624,1.27e-54,"DOWN",FALSE,FALSE
"1213","Intestine","old vs mid","B cell","NFKBIA",1.12e-57,-0.651421743,0.453,0.53,2.83e-53,"DOWN",FALSE,FALSE
"1214","Intestine","old vs mid","B cell","CCL20",8.68e-57,-1.168938438,0.027,0.117,2.18e-52,"DOWN",FALSE,FALSE
"1215","Intestine","old vs mid","B cell","APP",1.07e-53,-0.587836251,0.305,0.33,2.69e-49,"DOWN",FALSE,FALSE
"1216","Intestine","old vs mid","B cell","CSTB",1.63e-52,-0.583591764,0.396,0.498,4.09e-48,"DOWN",FALSE,FALSE
"1217","Intestine","old vs mid","B cell","HSPA5",5.6e-50,-0.606075159,0.412,0.526,1.41e-45,"DOWN",FALSE,FALSE
"1218","Intestine","old vs mid","B cell","HSPD1",1.92e-49,-0.687517607,0.6,0.668,4.83e-45,"DOWN",FALSE,FALSE
"1219","Intestine","old vs mid","B cell","TOP2A",4.24e-48,-0.608952941,0.083,0.145,1.07e-43,"DOWN",FALSE,TRUE
"1220","Intestine","old vs mid","B cell","HSPA6",7.1e-46,-1.551329275,0.029,0.11,1.79e-41,"DOWN",FALSE,FALSE
"1221","Intestine","old vs mid","B cell","MT1X",5.61e-43,0.720454241,0.247,0.117,1.41e-38,"UP",FALSE,FALSE
"1222","Intestine","old vs mid","B cell","LY9",1.18e-41,-0.64141706,0.244,0.371,2.96e-37,"DOWN",FALSE,TRUE
"1223","Intestine","old vs mid","B cell","TXN",3.18e-37,-0.870442606,0.407,0.541,8e-33,"DOWN",FALSE,FALSE
"1224","Intestine","old vs mid","B cell","HLA-DRB1",2.82e-31,-0.582223209,0.689,0.7,7.09e-27,"DOWN",FALSE,FALSE
"1225","Intestine","old vs mid","B cell","AGR2",2.96e-31,-0.572007084,0.272,0.36,7.44e-27,"DOWN",FALSE,FALSE
"1226","Intestine","old vs mid","B cell","MT2A",4.87e-24,0.586319224,0.287,0.188,1.22e-19,"UP",FALSE,FALSE
"1227","Intestine","old vs mid","B cell","MT-ND4",2.84e-15,-0.734723752,0.983,0.994,7.16e-11,"DOWN",FALSE,FALSE
"1228","Intestine","old vs mid","Epithelial cell","MT-ATP8",0,1.440005158,0.957,0.501,0,"UP",FALSE,FALSE
"1229","Intestine","old vs mid","Epithelial cell","MT-ND4L",4.49e-247,0.644116106,0.986,0.706,1.13e-242,"UP",FALSE,FALSE
"1230","Intestine","old vs mid","Epithelial cell","IFITM3",7.85e-133,0.689837846,0.965,0.893,1.97e-128,"UP",FALSE,FALSE
"1231","Intestine","old vs mid","Epithelial cell","MT-ATP6",8.59e-130,0.754534614,0.985,0.923,2.16e-125,"UP",FALSE,FALSE
"1232","Intestine","old vs mid","Epithelial cell","FABP5",8.58e-116,-1.781107637,0.456,0.643,2.16e-111,"DOWN",FALSE,FALSE
"1233","Intestine","old vs mid","Epithelial cell","MT-CO2",9.06e-115,0.621316684,0.989,0.953,2.28e-110,"UP",FALSE,FALSE
"1234","Intestine","old vs mid","Epithelial cell","PLPP1",1.11e-114,1.197053367,0.755,0.538,2.8e-110,"UP",FALSE,TRUE
"1235","Intestine","old vs mid","Epithelial cell","ZFP36",4.52e-113,1.218331852,0.647,0.362,1.14e-108,"UP",FALSE,FALSE
"1236","Intestine","old vs mid","Epithelial cell","IFITM2",1.52e-109,0.678408324,0.91,0.751,3.82e-105,"UP",FALSE,FALSE
"1237","Intestine","old vs mid","Epithelial cell","YBX3",1.26e-106,0.853649414,0.729,0.502,3.16e-102,"UP",FALSE,FALSE
"1238","Intestine","old vs mid","Epithelial cell","VIM",2.28e-105,0.716478359,0.954,0.832,5.73e-101,"UP",FALSE,FALSE
"1239","Intestine","old vs mid","Epithelial cell","IGFBP3",1.23e-100,1.806035183,0.453,0.226,3.1e-96,"UP",FALSE,FALSE
"1240","Intestine","old vs mid","Epithelial cell","RHOB",2.94e-97,1.408147411,0.627,0.464,7.4e-93,"UP",FALSE,FALSE
"1241","Intestine","old vs mid","Epithelial cell","HLA-DRB1",1.24e-94,-0.867840168,0.503,0.563,3.12e-90,"DOWN",FALSE,FALSE
"1242","Intestine","old vs mid","Epithelial cell","ADAMTS1",2.68e-91,1.172641831,0.542,0.279,6.75e-87,"UP",FALSE,FALSE
"1243","Intestine","old vs mid","Epithelial cell","DLL4",1.81e-88,0.853024519,0.325,0.102,4.55e-84,"UP",FALSE,TRUE
"1244","Intestine","old vs mid","Epithelial cell","HSPB1",4.2e-86,-0.939698476,0.731,0.824,1.06e-81,"DOWN",FALSE,FALSE
"1245","Intestine","old vs mid","Epithelial cell","TAGLN2",7.3e-79,0.783860193,0.746,0.568,1.84e-74,"UP",FALSE,FALSE
"1246","Intestine","old vs mid","Epithelial cell","FAM107A",4.33e-73,0.916428816,0.493,0.279,1.09e-68,"UP",FALSE,TRUE
"1247","Intestine","old vs mid","Epithelial cell","SOCS3",9.47e-72,0.938725357,0.469,0.239,2.38e-67,"UP",FALSE,FALSE
"1248","Intestine","old vs mid","Epithelial cell","GAS6",2.08e-71,0.79976393,0.555,0.34,5.23e-67,"UP",FALSE,TRUE
"1249","Intestine","old vs mid","Epithelial cell","CDKN1A",5.76e-71,1.002790301,0.4,0.18,1.45e-66,"UP",FALSE,FALSE
"1250","Intestine","old vs mid","Epithelial cell","IGFBP7",3.59e-70,-0.795667228,0.652,0.722,9.02e-66,"DOWN",FALSE,FALSE
"1251","Intestine","old vs mid","Epithelial cell","NPC2",4e-70,-0.877266077,0.529,0.58,1.01e-65,"DOWN",FALSE,TRUE
"1252","Intestine","old vs mid","Epithelial cell","SOX18",8.92e-70,0.784069077,0.634,0.421,2.24e-65,"UP",FALSE,TRUE
"1253","Intestine","old vs mid","Epithelial cell","EFNB2",9.61e-70,0.722817219,0.457,0.226,2.42e-65,"UP",FALSE,TRUE
"1254","Intestine","old vs mid","Epithelial cell","CXCL2",2.16e-64,1.166462491,0.331,0.134,5.44e-60,"UP",FALSE,TRUE
"1255","Intestine","old vs mid","Epithelial cell","COL8A1",2.84e-64,0.743623233,0.188,0.043,7.15e-60,"UP",FALSE,TRUE
"1256","Intestine","old vs mid","Epithelial cell","IFI27",3.09e-64,-0.718218131,0.606,0.635,7.77e-60,"DOWN",FALSE,FALSE
"1257","Intestine","old vs mid","Epithelial cell","CYR61",5.12e-64,1.068125837,0.295,0.108,1.29e-59,"UP",FALSE,TRUE
"1258","Intestine","old vs mid","Epithelial cell","CLEC14A",2.05e-62,0.738225268,0.632,0.437,5.15e-58,"UP",FALSE,FALSE
"1259","Intestine","old vs mid","Epithelial cell","BGN",3.15e-62,1.109130623,0.196,0.053,7.93e-58,"UP",FALSE,TRUE
"1260","Intestine","old vs mid","Epithelial cell","MYC",2.17e-61,0.763641922,0.396,0.19,5.47e-57,"UP",FALSE,TRUE
"1261","Intestine","old vs mid","Epithelial cell","APP",4.96e-59,0.621900835,0.847,0.702,1.25e-54,"UP",FALSE,FALSE
"1262","Intestine","old vs mid","Epithelial cell","CTNNB1",1.34e-57,-1.039335174,0.316,0.421,3.36e-53,"DOWN",FALSE,FALSE
"1263","Intestine","old vs mid","Epithelial cell","MT-ND6",8.21e-57,0.716630899,0.692,0.476,2.07e-52,"UP",FALSE,FALSE
"1264","Intestine","old vs mid","Epithelial cell","LRRC32",2.53e-56,0.747427473,0.473,0.275,6.37e-52,"UP",FALSE,TRUE
"1265","Intestine","old vs mid","Epithelial cell","EMP1",1.88e-54,0.761160522,0.735,0.569,4.72e-50,"UP",FALSE,FALSE
"1266","Intestine","old vs mid","Epithelial cell","NQO1",1.07e-53,-0.681523605,0.048,0.174,2.69e-49,"DOWN",FALSE,TRUE
"1267","Intestine","old vs mid","Epithelial cell","SULF1",1.25e-53,0.639873089,0.407,0.209,3.13e-49,"UP",FALSE,TRUE
"1268","Intestine","old vs mid","Epithelial cell","PTGIS",3.83e-53,0.726468945,0.176,0.046,9.62e-49,"UP",FALSE,TRUE
"1269","Intestine","old vs mid","Epithelial cell","IFITM1",8.32e-53,0.602301228,0.699,0.524,2.09e-48,"UP",FALSE,FALSE
"1270","Intestine","old vs mid","Epithelial cell","TGM2",1.18e-51,0.736695038,0.501,0.299,2.97e-47,"UP",FALSE,FALSE
"1271","Intestine","old vs mid","Epithelial cell","CDH13",5.18e-51,0.571469877,0.25,0.094,1.3e-46,"UP",FALSE,TRUE
"1272","Intestine","old vs mid","Epithelial cell","PDLIM4",3.96e-50,0.630126715,0.463,0.271,9.97e-46,"UP",FALSE,TRUE
"1273","Intestine","old vs mid","Epithelial cell","LGALS1",5.03e-50,-0.875255267,0.306,0.433,1.26e-45,"DOWN",FALSE,FALSE
"1274","Intestine","old vs mid","Epithelial cell","UBB",9.68e-50,-0.654137508,0.546,0.647,2.43e-45,"DOWN",FALSE,FALSE
"1275","Intestine","old vs mid","Epithelial cell","MGP",2.11e-49,1.50904001,0.518,0.408,5.3e-45,"UP",FALSE,FALSE
"1276","Intestine","old vs mid","Epithelial cell","ZYX",2.32e-49,0.591881152,0.408,0.221,5.85e-45,"UP",FALSE,TRUE
"1277","Intestine","old vs mid","Epithelial cell","FLNB",1.25e-48,0.647355963,0.445,0.261,3.16e-44,"UP",TRUE,TRUE
"1278","Intestine","old vs mid","Epithelial cell","JUNB",5.83e-48,0.578413345,0.67,0.492,1.47e-43,"UP",FALSE,FALSE
"1279","Intestine","old vs mid","Epithelial cell","IL1RL1",9.11e-48,1.197109509,0.168,0.051,2.29e-43,"UP",FALSE,TRUE
"1280","Intestine","old vs mid","Epithelial cell","EDN1",4.6e-45,1.011767166,0.384,0.215,1.16e-40,"UP",FALSE,TRUE
"1281","Intestine","old vs mid","Epithelial cell","LMNA",7.89e-44,0.612529956,0.638,0.467,1.98e-39,"UP",FALSE,FALSE
"1282","Intestine","old vs mid","Epithelial cell","CSF3",8.37e-44,1.330274347,0.12,0.029,2.11e-39,"UP",FALSE,TRUE
"1283","Intestine","old vs mid","Epithelial cell","VWF",8.54e-44,0.561348663,0.734,0.549,2.15e-39,"UP",FALSE,TRUE
"1284","Intestine","old vs mid","Epithelial cell","TM4SF1",8.67e-44,0.817439483,0.725,0.612,2.18e-39,"UP",FALSE,FALSE
"1285","Intestine","old vs mid","Epithelial cell","HES4",3.1e-43,0.544295188,0.31,0.148,7.8e-39,"UP",FALSE,FALSE
"1286","Intestine","old vs mid","Epithelial cell","ENPP2",7.38e-43,0.849904945,0.516,0.352,1.86e-38,"UP",FALSE,TRUE
"1287","Intestine","old vs mid","Epithelial cell","CTGF",1.7e-42,1.014650332,0.472,0.308,4.29e-38,"UP",FALSE,FALSE
"1288","Intestine","old vs mid","Epithelial cell","ID3",1.89e-41,0.5388445,0.681,0.616,4.74e-37,"UP",FALSE,FALSE
"1289","Intestine","old vs mid","Epithelial cell","ATP2A3",3.98e-41,0.676338316,0.204,0.079,1e-36,"UP",FALSE,FALSE
"1290","Intestine","old vs mid","Epithelial cell","COL15A1",5.4e-41,-0.652019629,0.033,0.136,1.36e-36,"DOWN",FALSE,TRUE
"1291","Intestine","old vs mid","Epithelial cell","CEBPD",8.41e-41,0.861281688,0.534,0.39,2.12e-36,"UP",FALSE,FALSE
"1292","Intestine","old vs mid","Epithelial cell","VEGFC",1.69e-39,0.549337291,0.267,0.123,4.26e-35,"UP",FALSE,TRUE
"1293","Intestine","old vs mid","Epithelial cell","CDC42",5.87e-39,-0.577687807,0.556,0.62,1.48e-34,"DOWN",FALSE,FALSE
"1294","Intestine","old vs mid","Epithelial cell","CD55",7.7e-39,0.551065571,0.496,0.321,1.94e-34,"UP",FALSE,FALSE
"1295","Intestine","old vs mid","Epithelial cell","GIMAP8",5.46e-38,0.535740083,0.336,0.184,1.37e-33,"UP",TRUE,TRUE
"1296","Intestine","old vs mid","Epithelial cell","ECSCR",8.05e-38,-0.701580734,0.246,0.36,2.03e-33,"DOWN",FALSE,TRUE
"1297","Intestine","old vs mid","Epithelial cell","BHLHE40",2.27e-36,0.538918492,0.461,0.293,5.71e-32,"UP",FALSE,TRUE
"1298","Intestine","old vs mid","Epithelial cell","CSTB",2.81e-36,-0.554481997,0.39,0.509,7.06e-32,"DOWN",FALSE,FALSE
"1299","Intestine","old vs mid","Epithelial cell","SULF2",3.38e-36,0.551434297,0.395,0.241,8.5e-32,"UP",FALSE,TRUE
"1300","Intestine","old vs mid","Epithelial cell","TCEAL9",3.57e-36,-0.727799665,0.257,0.334,8.97e-32,"DOWN",FALSE,FALSE
"1301","Intestine","old vs mid","Epithelial cell","ID1",4.44e-36,0.553236923,0.825,0.724,1.12e-31,"UP",FALSE,FALSE
"1302","Intestine","old vs mid","Epithelial cell","HSPA1A",1.63e-35,-1.230712637,0.291,0.34,4.1e-31,"DOWN",FALSE,FALSE
"1303","Intestine","old vs mid","Epithelial cell","DEPP1",1.86e-35,0.948107623,0.352,0.214,4.69e-31,"UP",FALSE,TRUE
"1304","Intestine","old vs mid","Epithelial cell","JCHAIN",6.99e-35,-1.667438279,0.101,0.224,1.76e-30,"DOWN",FALSE,FALSE
"1305","Intestine","old vs mid","Epithelial cell","FOS",9.38e-35,0.571153638,0.454,0.287,2.36e-30,"UP",FALSE,FALSE
"1306","Intestine","old vs mid","Epithelial cell","KLF2",1.1e-34,0.649745328,0.57,0.425,2.75e-30,"UP",FALSE,FALSE
"1307","Intestine","old vs mid","Epithelial cell","PNP",1.23e-34,0.666987512,0.343,0.21,3.09e-30,"UP",FALSE,TRUE
"1308","Intestine","old vs mid","Epithelial cell","FN1",2.04e-34,0.588264447,0.406,0.246,5.13e-30,"UP",FALSE,FALSE
"1309","Intestine","old vs mid","Epithelial cell","CD36",1.05e-32,-1.034906605,0.164,0.279,2.64e-28,"DOWN",FALSE,TRUE
"1310","Intestine","old vs mid","Epithelial cell","ASS1",9.35e-31,0.60729105,0.291,0.164,2.35e-26,"UP",FALSE,TRUE
"1311","Intestine","old vs mid","Epithelial cell","GADD45B",3.54e-29,0.783726741,0.361,0.221,8.92e-25,"UP",FALSE,FALSE
"1312","Intestine","old vs mid","Epithelial cell","MCTP1",1.14e-28,0.565345937,0.357,0.221,2.86e-24,"UP",FALSE,TRUE
"1313","Intestine","old vs mid","Epithelial cell","ADAMTS4",5.98e-28,0.793847035,0.2,0.1,1.51e-23,"UP",FALSE,FALSE
"1314","Intestine","old vs mid","Epithelial cell","BCL3",6.57e-28,0.589915238,0.326,0.202,1.65e-23,"UP",TRUE,FALSE
"1315","Intestine","old vs mid","Epithelial cell","ADGRG6",3.56e-27,-0.773577242,0.202,0.239,8.96e-23,"DOWN",TRUE,FALSE
"1316","Intestine","old vs mid","Epithelial cell","LY96",9.27e-27,-0.622184938,0.133,0.204,2.33e-22,"DOWN",FALSE,TRUE
"1317","Intestine","old vs mid","Epithelial cell","RBP1",1.03e-26,-0.586516861,0.14,0.214,2.6e-22,"DOWN",FALSE,FALSE
"1318","Intestine","old vs mid","Epithelial cell","HSPA1B",7.3e-26,-0.837309137,0.166,0.183,1.84e-21,"DOWN",FALSE,FALSE
"1319","Intestine","old vs mid","Epithelial cell","RGCC",1.6e-25,-1.283722538,0.057,0.143,4.02e-21,"DOWN",FALSE,FALSE
"1320","Intestine","old vs mid","Epithelial cell","ELN",3.67e-23,0.631067052,0.296,0.18,9.23e-19,"UP",FALSE,FALSE
"1321","Intestine","old vs mid","Epithelial cell","FGL2",5.64e-22,0.617889353,0.254,0.153,1.42e-17,"UP",FALSE,TRUE
